,gold,dollar_index,vix,fed_rate,fed_balance,labor_claims,ip,gdp,ppi,target_gold
2022-07-31,1762.9000244140625,121.7678,0.015745519990678043,0.0168,8890004.0,218200.0,101.018,8501.070924036945,280.251,1712.800048828125
2022-08-31,1712.800048828125,123.535,0.013965513390391662,0.0233,8826093.0,216500.0,101.223,8571.23739315616,272.274,1662.4000244140625
2022-09-30,1662.4000244140625,127.5148,0.017223726500341693,0.0256,8795567.0,197750.0,101.0963,8626.43757056506,269.546,1635.9000244140625
2022-10-31,1635.9000244140625,127.6219,0.018901823312109066,0.0308,8723090.0,202400.0,101.2918,8663.617036278845,267.898,1746.0
2022-11-30,1746.0,123.5175,0.014677047695081036,0.0378,8584576.0,210750.0,101.2529,8724.749769911756,265.061,1819.699951171875
2022-12-31,1819.699951171875,121.4256,0.013696630759032859,0.040999999999999995,8551169.0,208000.0,100.9552,8771.140496285781,263.157,1929.5
2023-01-31,1929.5,118.9802,0.012748283535846068,0.0433,8470557.0,203500.0,99.7664,8840.413733802483,257.897,1828.9000244140625
2023-02-28,1828.9000244140625,121.3341,0.012674723631970258,0.045700000000000005,8382190.0,215000.0,100.505,8900.553950586742,260.227,1969.0
2023-03-31,1969.0,119.3602,0.013634657532858948,0.04650000000000001,8705942.0,228750.0,100.6416,8941.894675546977,258.669,1990.0999755859375
2023-04-30,1990.0999755859375,119.2248,0.011242553249659462,0.0483,8562768.0,216600.0,101.0205,8928.065373866244,257.062,1963.9000244140625
2023-05-31,1963.9000244140625,120.9662,0.01110969052077774,0.0506,8385854.0,226250.0,101.253,9021.220849843325,256.908,1921.0999755859375
2023-06-30,1921.0999755859375,119.3606,0.008821175393935803,0.050800000000000005,8340914.0,251750.0,100.9286,9070.561065207226,253.67,1970.5
2023-07-31,1970.5,117.8241,0.008776575040717435,0.0512,8243344.0,234800.0,100.1196,9124.663084949454,253.86,1938.199951171875
2023-08-31,1938.199951171875,120.225,0.009987026481020624,0.0533,8121316.0,245000.0,100.9067,9161.168124834565,253.835,1848.0999755859375
2023-09-30,1848.0999755859375,122.3077,0.009558301561877789,0.0533,8002064.0,219000.0,100.8393,9180.8912107528,257.68,1985.199951171875
2023-10-31,1985.199951171875,123.8364,0.011898149808297285,0.0533,7907830.0,210250.0,101.0211,9187.995664412538,258.934,2038.0999755859375
2023-11-30,2038.0999755859375,120.2434,0.008831197179204988,0.0533,7796145.0,218000.0,100.4689,9302.19030495536,255.192,2062.39990234375
2023-12-31,2062.39990234375,118.4208,0.008021246038306932,0.0533,7712781.0,207400.0,100.8639,9356.932194121786,252.856,2048.39990234375
2024-01-31,2048.39990234375,120.4331,0.008408340087958894,0.0533,7630124.0,210000.0,100.6031,9415.723500922817,249.866,2045.699951171875
2024-02-29,2045.699951171875,121.1824,0.00880687219291897,0.0533,7567807.0,210750.0,99.2223,9422.00526678829,251.306,2217.39990234375
2024-03-31,2217.39990234375,121.0191,0.008661985811598764,0.0533,7484739.0,215000.0,100.285,9486.306496211837,254.926,2291.39990234375
2024-04-30,2291.39990234375,122.9853,0.010165812640338327,0.0533,7402434.0,210250.0,100.4575,9516.410236999891,255.095,2322.89990234375
2024-05-31,2322.89990234375,122.098,0.008226205033936331,0.0533,7284319.0,222000.0,100.2434,9485.615456775431,256.978,2327.699951171875
2024-06-30,2327.699951171875,124.2103,0.007979459966013135,0.0533,7231163.0,235600.0,100.863,9588.691592453517,255.313,2426.5
2024-07-31,2426.5,123.6373,0.009054714114264529,0.0533,7178391.0,236500.0,100.894,9633.853950771014,255.914,2493.800048828125
2024-08-31,2493.800048828125,122.3262,0.012165588306623511,0.0533,7123238.0,230800.0,99.9757,9650.078375675403,257.321,2636.10009765625
2024-09-30,2636.10009765625,121.2864,0.011126854124866083,0.0513,7080059.0,225000.0,100.4309,9723.79209321594,255.463,2738.300048828125
2024-10-31,2738.300048828125,124.7988,0.012574165910038855,0.0483,7013490.0,236250.0,99.8084,9773.173531108752,252.682,2657.0
2024-11-30,2657.0,126.5798,0.01008865171130661,0.0464,6905140.0,219400.0,99.4695,9777.476299804157,253.081,2629.199951171875
2024-12-31,2629.199951171875,129.2775,0.009949055741801976,0.044800000000000006,6885963.0,222250.0,99.2925,9858.61397829343,253.211,2812.5
2025-01-31,2812.5,128.4828,0.01057615806177631,0.0433,6818186.0,213500.0,100.3273,9875.573721902445,253.423,2836.800048828125
2025-02-28,2836.800048828125,128.2805,0.010688835296700946,0.0433,6766101.0,226000.0,100.0647,9906.67692732202,257.36,3122.800048828125
2025-03-31,3122.800048828125,126.7075,0.013758806732947796,0.0433,6740253.0,223200.0,101.0993,9925.639518439197,259.498,3305.0
2025-04-30,3305.0,122.5921,0.020070486190233914,0.0433,6709277.0,226000.0,101.0404,9992.865554238777,258.525,3288.89990234375
2025-05-31,3288.89990234375,121.7674,0.01289002021322453,0.0433,6673244.0,234000.0,101.1279,9964.000656359847,258.392,3294.39990234375
2025-06-30,3294.39990234375,119.4088,0.011593010308244129,0.0433,6662200.0,241250.0,100.9655,10028.696511179478,258.678,3293.199951171875
2025-07-31,3293.199951171875,121.721,0.010319251775049746,0.0433,6642578.0,221250.0,101.4785,10049.415832460643,260.491,3473.699951171875
2025-08-31,3473.699951171875,120.2082,0.009921567416492213,0.0433,6603384.0,230000.0,101.894,10097.492936935456,262.358,3840.800048828125
2025-09-30,3840.800048828125,120.1368,0.009946192374582209,0.0422,6608395.0,234750.0,101.6247,10144.515128659626,262.11,3982.199951171875
2025-10-31,3982.199951171875,121.3859,0.011393437762833943,0.0409,6587034.0,226750.0,101.7059,10243.720934404966,262.094,4218.2998046875
2025-11-30,4218.2998046875,121.0527,0.012453614415259861,0.0388,6552419.0,217600.0,101.257,10350.652185933834,260.724,4325.60009765625
2025-12-31,4325.60009765625,119.7456,0.009737515151374677,0.037200000000000004,6640618.0,219000.0,101.3775,10374.011335282548,261.358,4713.89990234375
2026-01-31,4713.89990234375,117.8996,0.010156649865235075,0.0364,6587568.0,211400.0,101.6296,10373.363478783736,260.686,5035.2998046875
